2002_04_16,8.401633262634277,-1.7972800731658936
2002_05_10,7.5408034324646,-8.434715270996094
2002_08_16,38.74130630493164,-7.462465763092041
2002_09_16,28.632495880126953,-3.4427170753479004
2002_10_16,31.59157943725586,-1.0412324666976929
2002_11_16,15.69326114654541,-1.8105182647705078
2002_12_16,18.211017608642578,-2.413679838180542
2003_01_16,22.816181182861328,-2.0402088165283203
2003_02_15,10.985747337341309,-2.589024066925049
2003_03_16,16.33456039428711,-3.044433832168579
2003_04_16,0.9699763655662537,-7.8126020431518555
2003_05_11,4.159811019897461,-5.676554203033447
2003_07_16,42.79197692871094,2.930961847305298
2003_08_16,39.46171188354492,2.430008888244629
2003_09_16,41.309112548828125,2.5948734283447266
2003_10_16,33.588348388671875,-2.3646414279937744
2003_11_16,31.24253273010254,0.14419841766357422
2003_12_16,19.20412254333496,-0.8439968824386597
2004_01_07,19.108789443969727,-0.20778188109397888
2004_02_17,17.045791625976562,-0.5864416360855103
2004_03_16,4.206966400146484,-6.097715377807617
2004_04_16,4.284999847412109,-11.612943649291992
2004_05_16,6.887773036956787,-11.265975952148438
2004_06_16,4.8253631591796875,-4.120151042938232
2004_07_16,35.126914978027344,1.4069297313690186
2004_08_16,38.417694091796875,4.383906364440918
2004_09_16,31.2836971282959,1.2765649557113647
2004_10_16,25.723125457763672,-1.0005937814712524
2004_11_16,16.476980209350586,-1.120093584060669
2004_12_16,19.199703216552734,-0.5911046266555786
2005_01_16,1.0079878568649292,-4.053951740264893
2005_02_15,5.323779106140137,-1.41935396194458
2005_03_16,1.0696994066238403,-5.590847015380859
2005_04_16,-2.500298261642456,-7.75778341293335
2005_05_16,-2.778590202331543,-11.511140823364258
2005_06_16,-6.531519889831543,-21.589879989624023
2005_07_16,19.21468734741211,0.02473475970327854
2005_08_16,31.614648818969727,1.9953235387802124
2005_09_16,26.213956832885742,2.47996187210083
2005_10_16,19.329011917114258,-0.7291015386581421
2005_11_16,4.325308799743652,-0.800284743309021
